Marka,Model,Год выпуска,Поколение,Пробег,История пробега,ПТС,Владельцев по ПТС,Состояние,Модификация,Объём двигателя,Тип двигателя,Коробка передач,Привод,Комплектация,Тип кузова,Цвет,Руль,VIN или номер кузова,Обмен
Mitsubishi,L200,2006,III рестайлинг (2004—2006),268000 км,3 записи в отчёте Автотеки,,3,Не битый,2.5 DI-D 4WD MT (100 л.с.),2.5 л,Дизель,Механика,Полный,Базовая,Пикап,Чёрный,Левый,MMBJ*************,,799 000
Mitsubishi,Outlander,2015,III рестайлинг 2 (2015—2018),124000 км,19 записей в отчёте Автотеки,,2,Не битый,2.0 4WD CVT (146 л.с.),2 л,Бензин,Вариатор,Полный,Intense+,Внедорожник 5-дверный,Белый,Левый,Z8TX*************,Возможен,1 499 000
Mitsubishi,ASX,2023,I рестайлинг 3 (2019—2023),1 км,,,1,Не битый,2.0 4WD CVT (150 л.с.),2 л,Бензин,Вариатор,Полный,,Внедорожник 5-дверный,Серый,Левый,JMYX*************,Возможен,3 280 000
Mitsubishi,Outlander,2022,IV (2021—2023),27 км,,Электронный,1,Не битый,2.5 4WD CVT (184 л.с.),2.5 л,Бензин,Вариатор,Полный,Базовая,Внедорожник 5-дверный,Белый,Левый,JE4M*************,Не интересует,4 200 000
Mitsubishi,Lancer,2012,X рестайлинг (2011—2015),207815 км,17 записей в отчёте Автотеки,,4+,Не битый,1.8 CVT (140 л.с.),1.8 л,Бензин,Вариатор,Передний,,Седан,Чёрный,Левый,JMBS*************,Возможен,849 000
Mitsubishi,Montero Sport,2002,I (1996—2008),152000 км,7 записей в отчёте Автотеки,,4+,Не битый,3.0 4WD AT (170 л.с.),3 л,Бензин,Автомат,Полный,Базовая,Внедорожник 5-дверный,Синий,Левый,JA4M*************,,620 000
Mitsubishi,Outlander,2012,III (2012—2015),157500 км,9 записей в отчёте Автотеки,,2,Не битый,2.0 4WD CVT (146 л.с.),2 л,Бензин,Вариатор,Полный,Intense,Внедорожник 5-дверный,Белый,Левый,Z8TX*************,Возможен,1 395 000
Mitsubishi,Pajero iO,2000,I (1998—2007),144122 км,,Оригинал,1,Не битый,2.0 4WD AT (136 л.с.),2 л,Бензин,Автомат,Полный,Базовая,Внедорожник 5-дверный,Белый,Левый,H77W********,Не интересует,755 000
Mitsubishi,Lancer,2004,IX (2000—2007),263000 км,8 записей в отчёте Автотеки,Дубликат,2,Не битый,1.6 MT (98 л.с.),1.6 л,Бензин,Механика,Передний,,Седан,Серебряный,Левый,JMBS*************,Не интересует,220 000
Mitsubishi,Pajero Sport,2000,I (1996—2004),100000 км,5 записей в отчёте Автотеки,Оригинал,2,Не битый,3.0 AT (177 л.с.),3 л,Бензин,Автомат,Полный,Базовая,Внедорожник 5-дверный,Голубой,Левый,JA4M*************,Не интересует,1 060 000
Mitsubishi,Eclipse Cross,2018,I (2017—2020),154907 км,5 записей в отчёте Автотеки,,1,Не битый,1.5 CVT (150 л.с.),1.5 л,Бензин,Вариатор,Передний,Instyle,Внедорожник 5-дверный,Коричневый,Левый,JMBX*************,,1 999 000
Mitsubishi,Xpander Cross,2023,I (2017—2023),105 км,,,1,Не битый,1.5 AT (105 л.с.),1.5 л,Бензин,Автомат,Передний,Базовая,Внедорожник 5-дверный,Белый,Левый,MK2X*************,Возможен,2 835 000
Mitsubishi,Montero Sport,2000,I (1996—2008),252484 км,5 записей в отчёте Автотеки,Оригинал,4+,Не битый,3.0 AT (177 л.с.),3 л,Бензин,Автомат,Задний,Базовая,Внедорожник 5-дверный,Синий,Левый,JA4L*************,,795 000
Mitsubishi,Outlander,2016,III рестайлинг 2 (2015—2018),126484 км,16 записей в отчёте Автотеки,Оригинал,1,Не битый,2.4 4WD CVT (167 л.с.),2.4 л,Бензин,Вариатор,Полный,Instyle,Внедорожник 5-дверный,Коричневый,Левый,Z8TX*************,Не интересует,2 349 000
Mitsubishi,Lancer,2006,IX рестайлинг (2005—2010),168000 км,8 записей в отчёте Автотеки,Оригинал,2,Не битый,1.6 MT (98 л.с.),1.6 л,Бензин,Механика,Передний,Базовая,Седан,Зелёный,Левый,JMBS*************,Не интересует,320 000
Mitsubishi,Outlander,2020,III рестайлинг 3 (2018—2023),45000 км,8 записей в отчёте Автотеки,,1,Не битый,2.0 4WD CVT (146 л.с.),2 л,Бензин,Вариатор,Полный,Instyle,Внедорожник 5-дверный,Белый,Левый,Z8TX*************,,2 627 000
Mitsubishi,Lancer,2013,X рестайлинг (2011—2015),119000 км,18 записей в отчёте Автотеки,Оригинал,2,Не битый,1.6 MT (117 л.с.),1.6 л,Бензин,Механика,Передний,Invite,Седан,Серый,Левый,JMBS*************,Не интересует,1 299 000
Mitsubishi,Lancer,2006,IX рестайлинг (2005—2010),178000 км,6 записей в отчёте Автотеки,,4+,Не битый,1.6 MT (98 л.с.),1.6 л,Бензин,Механика,Передний,Базовая,Универсал,Синий,Левый,JMBL*************,,399 000
Mitsubishi,Lancer,2004,IX (2000—2007),185000 км,8 записей в отчёте Автотеки,Дубликат,4+,Не битый,1.6 AT (98 л.с.),1.6 л,Бензин,Автомат,Передний,,Седан,Серый,Левый,JMBS*************,Не интересует,349 000
Mitsubishi,Outlander,2016,III рестайлинг 2 (2015—2018),130000 км,13 записей в отчёте Автотеки,,1,Не битый,2.0 4WD CVT (146 л.с.),2 л,Бензин,Вариатор,Полный,,Внедорожник 5-дверный,Чёрный,Левый,Z8TX*************,,2 015 990
Mitsubishi,Xpander Cross,2023,I (2017—2023),49 км,,Электронный,1,Не битый,1.5 AT (105 л.с.),1.5 л,Бензин,Автомат,Передний,Базовая,Внедорожник 5-дверный,Серый,Левый,MK2L*************,Возможен,2 640 000
Mitsubishi,Outlander,2008,II (2005—2009),231000 км,25 записей в отчёте Автотеки,,4+,Не битый,2.4 4WD CVT (170 л.с.),2.4 л,Бензин,Вариатор,Полный,Invite,Внедорожник 5-дверный,Синий,Левый,JMBX*************,,1 079 000
Mitsubishi,Outlander,2023,IV (2021—2023),10 км,,Оригинал,1,Не битый,2.5 4WD CVT (184 л.с.),2.5 л,Бензин,Вариатор,Полный,Базовая,Внедорожник 5-дверный,Чёрный,Левый,JE4M*************,Возможен,4 700 000
Mitsubishi,Outlander,2022,IV (2021—2023),23 км,,Электронный,1,Не битый,2.5 4WD CVT (184 л.с.),2.5 л,Бензин,Вариатор,Полный,Базовая,Внедорожник 5-дверный,Чёрный,Левый,JE4M*************,,4 299 000
Mitsubishi,Lancer,2011,X рестайлинг (2011—2015),160500 км,13 записей в отчёте Автотеки,,4+,Не битый,1.6 MT (117 л.с.),1.6 л,Бензин,Механика,Передний,Inform,Седан,Чёрный,Левый,JMBS*************,Возможен,849 900
Mitsubishi,ASX,2023,I рестайлинг 3 (2019—2023),28 км,,Электронный,1,Не битый,2.0 CVT (150 л.с.),2 л,Бензин,Вариатор,Передний,Базовая,Внедорожник 5-дверный,Серый,Левый,JE4L*************,Не интересует,2 590 000
Mitsubishi,Pajero Pinin,2001,I (1998—2006),225934 км,11 записей в отчёте Автотеки,Дубликат,4+,Не битый,2.0 4WD MT (129 л.с.),2 л,Бензин,Механика,Полный,Базовая,Внедорожник 5-дверный,Серебряный,Левый,JMP0*************,,450 000
Mitsubishi,Lancer,2008,IX рестайлинг (2005—2010),244000 км,12 записей в отчёте Автотеки,Оригинал,3,Не битый,1.6 MT (98 л.с.),1.6 л,Бензин,Механика,Передний,Базовая,Универсал,Чёрный,Левый,JMBL*************,Возможен,399 000
Mitsubishi,Pajero Sport,2013,II рестайлинг (2013—2016),223124 км,18 записей в отчёте Автотеки,Дубликат,4+,Не битый,2.5DI-D AT (178 л.с.),2.5 л,Дизель,Автомат,Полный,Ultimate,Внедорожник 5-дверный,Серый,Левый,Z8TG*************,Возможен,1 690 000
Mitsubishi,Outlander,2014,III рестайлинг (2014—2015),168000 км,12 записей в отчёте Автотеки,Оригинал,4+,Не битый,2.0 4WD CVT (146 л.с.),2 л,Бензин,Вариатор,Полный,Instyle,Внедорожник 5-дверный,Серый,Левый,Z8TX*************,Возможен,1 872 000
Mitsubishi,ASX,2014,I рестайлинг (2012—2016),137818 км,13 записей в отчёте Автотеки,,3,Не битый,1.6 MT (117 л.с.),1.6 л,Бензин,Механика,Передний,Базовая,Внедорожник 5-дверный,Белый,Левый,JMBX*************,,1 380 000
Mitsubishi,Pajero Sport,2018,III (2015—2021),152187 км,18 записей в отчёте Автотеки,Оригинал,1,Не битый,2.4 DI-D 4WD AT (181 л.с.),2.4 л,Дизель,Автомат,Полный,Intense,Внедорожник 5-дверный,Белый,Левый,Z8TG*************,Возможен,3 320 000
Mitsubishi,Lancer,2007,X (2007—2010),210123 км,16 записей в отчёте Автотеки,,4+,Не битый,1.5 AT (109 л.с.),1.5 л,Бензин,Автомат,Передний,,Седан,Чёрный,Левый,JMBS*************,,599 000
Mitsubishi,Outlander,2013,III (2012—2015),154000 км,7 записей в отчёте Автотеки,,2,Не битый,2.4 4WD CVT (167 л.с.),2.4 л,Бензин,Вариатор,Полный,Intense,Внедорожник 5-дверный,Серый,Левый,Z8TX*************,Возможен,1 139 000
Mitsubishi,ASX,2018,I рестайлинг 2 (2016—2020),16000 км,6 записей в отчёте Автотеки,,3,Не битый,2.0 4WD CVT (150 л.с.),2 л,Бензин,Вариатор,Полный,Intense,Внедорожник 5-дверный,Белый,Левый,JMBX*************,,1 825 000
Mitsubishi,Lancer,2013,X рестайлинг (2011—2015),158000 км,14 записей в отчёте Автотеки,Оригинал,3,Не битый,1.6 MT (117 л.с.),1.6 л,Бензин,Механика,Передний,,Седан,Серый,Левый,JMBS*************,Возможен,997 000
Mitsubishi,ASX,2012,I (2010—2013),182000 км,4 записи в отчёте Автотеки,Оригинал,1,Не битый,1.6 MT (117 л.с.),1.6 л,Бензин,Механика,Передний,Intense,Внедорожник 5-дверный,Серебряный,Левый,JMBX*************,,1 199 999
Mitsubishi,Outlander,2022,III рестайлинг 3 (2018—2023),30 км,,Электронный,1,Не битый,2.0 CVT (146 л.с.),2 л,Бензин,Вариатор,Передний,Intense+,Внедорожник 5-дверный,Белый,Левый,LL66*************,Не интересует,2 590 000
