Marka,Model,Год выпуска,Поколение,Пробег,История пробега,ПТС,Владельцев по ПТС,Состояние,Модификация,Объём двигателя,Тип двигателя,Коробка передач,Привод,Комплектация,Тип кузова,Цвет,Руль,VIN или номер кузова,Обмен
Ford,Focus,2011,II рестайлинг (2007—2011),136000 км,5 записей в отчёте Автотеки,Оригинал,2,Не битый,1.6 MT (100 л.с.),1.6 л,Бензин,Механика,Передний,Comfort,Седан,Серебряный,Левый,X9FH*************,Не интересует,885 000
Ford,Focus,2013,III (2011—2015),135314 км,13 записей в отчёте Автотеки,Оригинал,4+,Не битый,1.6 MT (105 л.с.),1.6 л,Бензин,Механика,Передний,Trend,Хетчбек 5-дверный,Синий,Левый,X9FK*************,Не интересует,880 000
Ford,Fiesta,2007,Mk5 (2002—2008),209000 км,7 записей в отчёте Автотеки,Дубликат,4+,Не битый,1.6 AT (100 л.с.),1.6 л,Бензин,Автомат,Передний,,Хетчбек 5-дверный,Красный,Левый,WF0H*************,Не интересует,490 000
Ford,Focus,2012,III (2011—2015),110000 км,20 записей в отчёте Автотеки,Оригинал,3,Не битый,1.6 AMT (105 л.с.),1.6 л,Бензин,Робот,Передний,Trend Sport,Хетчбек 5-дверный,Чёрный,Левый,X9FK*************,Не интересует,900 000
Ford,Focus,2010,II рестайлинг (2007—2011),236000 км,9 записей в отчёте Автотеки,Оригинал,3,Не битый,1.6 MT (115 л.с.),1.6 л,Бензин,Механика,Передний,,Хетчбек 5-дверный,Серебряный,Левый,X9FP*************,Не интересует,586 000
Ford,Focus,2011,II рестайлинг (2007—2011),116000 км,9 записей в отчёте Автотеки,Оригинал,1,Не битый,1.6 AT (100 л.с.),1.6 л,Бензин,Автомат,Передний,Titanium,Хетчбек 5-дверный,Белый,Левый,X9FP*************,Возможен,939 000
Ford,Mondeo,2012,IV рестайлинг (2010—2014),168409 км,15 записей в отчёте Автотеки,Оригинал,1,Не битый,2.0 MT (145 л.с.),2 л,Бензин,Механика,Передний,Titanium,Седан,Серый,Левый,X9FD*************,Возможен,1 130 000
Ford,C-MAX,,,,,,,,,,,,,,,,,,,833 000
Ford,Focus,2019,III рестайлинг (2014—2019),103804 км,8 записей в отчёте Автотеки,,2,Не битый,1.6 PowerShift (105 л.с.),1.6 л,Бензин,Робот,Передний,SYNC Edition,Седан,Белый,Левый,Z6F4*************,,1 463 000
Ford,Focus,2004,I рестайлинг (2001—2007),260500 км,15 записей в отчёте Автотеки,Дубликат,4+,Не битый,1.6 MT (98 л.с.),1.6 л,Бензин,Механика,Передний,Базовая,Седан,Золотой,Левый,X9FF*************,Не интересует,295 000
Ford,Focus,2016,III рестайлинг (2014—2019),119487 км,21 запись в отчёте Автотеки,,2,Не битый,1.5 EcoBoost AT (150 л.с.),1.5 л,Бензин,Автомат,Передний,Titanium,Хетчбек 5-дверный,Чёрный,Левый,Z6F5*************,,939 000
Ford,Focus,2013,III (2011—2015),295000 км,7 записей в отчёте Автотеки,Оригинал,3,Не битый,1.6 MT (85 л.с.),1.6 л,Бензин,Механика,Передний,Базовая,Хетчбек 5-дверный,Серебряный,Левый,X9FK*************,Не интересует,750 000
Ford,Focus,2012,III (2011—2015),193180 км,12 записей в отчёте Автотеки,,1,Не битый,1.6 MT (105 л.с.),1.6 л,Бензин,Механика,Передний,,Хетчбек 5-дверный,Белый,Левый,X9FK*************,Возможен,799 000
Ford,Focus,2003,I (1998—2004),199091 км,7 записей в отчёте Автотеки,Дубликат,4+,Не битый,2.0 MT (111 л.с.),2 л,Бензин,Механика,Передний,Базовая,Седан,Серый,Левый,1FAF*************,Возможен,262 999
Ford,Focus,2010,II рестайлинг (2007—2011),115454 км,2 записи в отчёте Автотеки,Оригинал,2,Не битый,1.8 MT (125 л.с.),1.8 л,Бензин,Механика,Передний,,Хетчбек 5-дверный,Чёрный,Левый,X9FP*************,Не интересует,720 000
Ford,Focus,2008,II рестайлинг (2007—2011),242000 км,18 записей в отчёте Автотеки,,3,Не битый,1.6 MT (100 л.с.),1.6 л,Бензин,Механика,Передний,,Хетчбек 3-дверный,Белый,Левый,X9FG*************,Не интересует,495 000
