Marka,Model,Год выпуска,Поколение,Пробег,История пробега,ПТС,Владельцев по ПТС,Состояние,Модификация,Объём двигателя,Тип двигателя,Коробка передач,Привод,Комплектация,Тип кузова,Цвет,Руль,VIN или номер кузова,Обмен
Ford,Transit Custom,2018,I рестайлинг (2017—2023),73241 км,4 записи в отчёте Автотеки,,1,Не битый,2.2 TDCi MT (100 л.с.),2.2 л,Дизель,Механика,Передний,Базовая,Фургон,Красный,Левый,XUS2*************,Возможен,3 255 981
Ford,Transit,2019,VIII (2013—2023),121569 км,Проверить в Автотеке,,1,Не битый,2.2 TDCi FWD MT (125 л.с.),2.2 л,Дизель,Механика,Передний,Базовая,Фургон,Голубой,Левый,X2FX*************,,2 655 000
Ford,Focus,2007,II (2005—2008),326000 км,15 записей в отчёте Автотеки,Дубликат,4+,Не битый,1.6 MT (100 л.с.),1.6 л,Бензин,Механика,Передний,Trend,Хетчбек 3-дверный,Голубой,Левый,X9F3*************,Возможен,399 999
Ford,Transit,2020,VIII (2013—2023),185659 км,Проверить в Автотеке,,1,Не битый,2.2 TDCi MT (155 л.с.),2.2 л,Дизель,Механика,Передний,Базовая,Фургон,Белый,Левый,XD23*************,,4 100 000
Ford,Focus,2006,II (2005—2008),240000 км,15 записей в отчёте Автотеки,,4+,Не битый,1.8 MT (125 л.с.),1.8 л,Бензин,Механика,Передний,Ghia,Хетчбек 3-дверный,Красный,Левый,X9F3*************,,399 000
Ford,Transit,2019,VIII (2013—2023),88101 км,Проверить в Автотеке,,1,Не битый,2.2 TDCi FWD MT (125 л.с.),2.2 л,Дизель,Механика,Передний,Базовая,Фургон,Голубой,Левый,X2FX*************,,2 950 999
Ford,Focus,2014,III (2011—2015),320000 км,8 записей в отчёте Автотеки,Оригинал,3,Не битый,1.6 MT (125 л.с.),1.6 л,Бензин,Механика,Передний,Titanium,Седан,Белый,Левый,X9FM*************,Не интересует,985 000
Ford,Ranger,2008,II (2006—2009),267000 км,8 записей в отчёте Автотеки,,4+,Не битый,2.5 TDCi 4WD MT (143 л.с.),2.5 л,Дизель,Механика,Полный,XL,Пикап,Чёрный,Левый,WF0L*************,,995 000
Ford,Focus,2001,I (1998—2004),195400 км,Проверить в Автотеке,Оригинал,3,Не битый,2.0 AT (131 л.с.),2 л,Бензин,Автомат,Передний,Базовая,Седан,Голубой,Левый,1FAF*************,Не интересует,299 000
Ford,Focus,2012,III (2011—2015),110000 км,20 записей в отчёте Автотеки,Оригинал,3,Не битый,1.6 AMT (105 л.с.),1.6 л,Бензин,Робот,Передний,Trend Sport,Хетчбек 5-дверный,Чёрный,Левый,X9FK*************,Не интересует,900 000
Ford,Kuga,2012,I (2008—2012),178001 км,5 записей в отчёте Автотеки,,4+,Не битый,2.5 4WD AT (200 л.с.),2.5 л,Бензин,Автомат,Полный,,Внедорожник 5-дверный,Чёрный,Левый,Z6FR*************,Возможен,1 379 000
Ford,Mondeo,2001,III (2000—2003),178000 км,16 записей в отчёте Автотеки,,4+,Не битый,2.0 MT (145 л.с.),2 л,Бензин,Механика,Передний,Базовая,Седан,Серебряный,Левый,WF04*************,,380 000
Ford,Transit,2019,VIII (2013—2023),129000 км,Проверить в Автотеке,,1,Не битый,2.2 TDCi RWD MT (155 л.с.),2.2 л,Дизель,Механика,Задний,Базовая,Фургон,Белый,Левый,XD23*************,,2 400 000
Ford,S-MAX,2006,I (2006—2010),232103 км,12 записей в отчёте Автотеки,Оригинал,3,Не битый,2.5 MT (220 л.с.),2.5 л,Бензин,Механика,Передний,Titanium,Минивэн,Серебряный,Левый,WF0S*************,Возможен,765 000
Ford,Transit,2022,VIII (2013—2023),34053 км,2 записи в отчёте Автотеки,,1,Не битый,2.2 TDCi FWD MT (125 л.с.),2.2 л,Дизель,Механика,Передний,Базовая,Микроавтобус,Белый,Левый,X2FF*************,,4 800 000
Ford,Transit,2016,VIII (2013—2023),240122 км,21 запись в отчёте Автотеки,,4+,Не битый,2.2 TDCi FWD MT (125 л.с.),2.2 л,Дизель,Механика,Передний,Базовая,Фургон,Синий,Левый,Z6FX*************,,2 450 000
