Marka,Model,Год выпуска,Поколение,Пробег,История пробега,ПТС,Владельцев по ПТС,Состояние,Модификация,Объём двигателя,Тип двигателя,Коробка передач,Привод,Комплектация,Тип кузова,Цвет,Руль,VIN или номер кузова,Обмен
Skoda,Octavia,2006,I рестайлинг (2000—2011),206600 км,12 записей в отчёте Автотеки,,2,Не битый,1.4 MPI MT (75 л.с.),1.4 л,Бензин,Механика,Передний,Базовая,Лифтбек,Серебряный,Левый,TMBD*************,,377 900
Skoda,Octavia,2010,II рестайлинг (2008—2013),185195 км,26 записей в отчёте Автотеки,,4+,Не битый,1.8 TSI DSG (152 л.с.),1.8 л,Бензин,Робот,Передний,,Лифтбек,Серебряный,Левый,XW8B*************,,898 000
Skoda,Octavia,2012,II рестайлинг (2008—2013),168001 км,20 записей в отчёте Автотеки,,4+,Не битый,1.6 MPI AT (102 л.с.),1.6 л,Бензин,Автомат,Передний,,Лифтбек,Чёрный,Левый,XW8C*************,,1 036 990
Skoda,Superb,2014,II рестайлинг (2013—2015),271334 км,6 записей в отчёте Автотеки,Оригинал,2,Не битый,1.8 TSI DSG (152 л.с.),1.8 л,Бензин,Робот,Передний,Elegance,Лифтбек,Белый,Левый,XW8A*************,,1 249 000
Skoda,Superb,2014,II рестайлинг (2013—2015),145523 км,27 записей в отчёте Автотеки,,2,Не битый,1.8 TSI DSG (160 л.с.),1.8 л,Бензин,Робот,Передний,Базовая,Лифтбек,Чёрный,Левый,XW8A*************,,1 499 000
Skoda,Rapid,2021,II (2019—2023),41657 км,3 записи в отчёте Автотеки,,1,Не битый,1.6 MPI MT (90 л.с.),1.6 л,Бензин,Механика,Передний,,Лифтбек,Белый,Левый,XW8A*************,Возможен,1 849 000
Skoda,Rapid,2021,II (2019—2023),31000 км,4 записи в отчёте Автотеки,,1,Не битый,1.4 TSI DSG (125 л.с.),1.4 л,Бензин,Робот,Передний,Style,Лифтбек,Синий,Левый,XW8A*************,,2 279 000
Skoda,Rapid,2020,II (2019—2023),60000 км,Проверить в Автотеке,Электронный,1,Не битый,1.6 MPI AT (110 л.с.),1.6 л,Бензин,Автомат,Передний,Style,Лифтбек,Чёрный,Левый,XW8A*************,Не интересует,1 940 000
Skoda,Octavia,2018,III рестайлинг (2017—2020),63567 км,8 записей в отчёте Автотеки,,1,Не битый,1.4 TSI DSG (150 л.с.),1.4 л,Бензин,Робот,Передний,,Лифтбек,Серебряный,Левый,XW8A*************,Возможен,1 259 000
Skoda,Rapid,2019,I рестайлинг (2017—2020),2326 км,Проверить в Автотеке,,1,Не битый,1.6 MPI MT (90 л.с.),1.6 л,Бензин,Механика,Передний,Entry,Лифтбек,Белый,Левый,XW8A*************,,1 700 000
Skoda,Yeti,2011,I (2009—2014),160500 км,14 записей в отчёте Автотеки,,2,Не битый,1.2 TSI MT (105 л.с.),1.2 л,Бензин,Механика,Передний,Active,Внедорожник 5-дверный,Серый,Левый,TMBJ*************,,699 000
Skoda,Rapid,2021,II (2019—2023),77187 км,11 записей в отчёте Автотеки,,1,Не битый,1.6 MPI AT (110 л.с.),1.6 л,Бензин,Автомат,Передний,Hockey Edition,Лифтбек,Коричневый,Левый,XW8A*************,Возможен,1 370 000
Skoda,Octavia,2010,II рестайлинг (2008—2013),280000 км,Проверить в Автотеке,Оригинал,3,Не битый,1.4 MPI MT (80 л.с.),1.4 л,Бензин,Механика,Передний,Classic,Лифтбек,Белый,Левый,XW8D*************,Не интересует,780 000
Skoda,Rapid,2016,I (2012—2017),220000 км,17 записей в отчёте Автотеки,Оригинал,2,Не битый,1.6 MPI AT (110 л.с.),1.6 л,Бензин,Автомат,Передний,Hockey Edition,Лифтбек,Белый,Левый,XW8A*************,Не интересует,970 000
Skoda,Rapid,2021,II (2019—2023),41491 км,Проверить в Автотеке,,1,Не битый,1.6 MPI AT (110 л.с.),1.6 л,Бензин,Автомат,Передний,,Лифтбек,Серебряный,Левый,XW8A*************,Возможен,2 159 000
Skoda,Octavia,2021,IV (2019—2023),35190 км,6 записей в отчёте Автотеки,Оригинал,1,Не битый,1.4 TSI AT (150 л.с.),1.4 л,Бензин,Автомат,Передний,Style Plus,Лифтбек,Чёрный,Левый,XW8A*************,Возможен,2 879 000
Skoda,Karoq,2020,I (2017—2023),103300 км,8 записей в отчёте Автотеки,Электронный,2,Не битый,1.4 TSI AT (150 л.с.),1.4 л,Бензин,Автомат,Передний,Ambition,Внедорожник 5-дверный,Серый,Левый,XW8J*************,Не интересует,2 430 000
Skoda,Octavia,2018,III рестайлинг (2017—2020),170115 км,4 записи в отчёте Автотеки,,1,Не битый,1.6 MPI MT (110 л.с.),1.6 л,Бензин,Механика,Передний,,Лифтбек,Белый,Левый,XW8A*************,Возможен,1 549 000
Skoda,Yeti,2012,I (2009—2014),228400 км,6 записей в отчёте Автотеки,,2,Не битый,1.2 TSI DSG (105 л.с.),1.2 л,Бензин,Робот,Передний,,Внедорожник 5-дверный,Белый,Левый,XW8J*************,Возможен,847 000
